x1,x2,x3,x4,x5,x6,x7,BusExp,x8,x9,x10,x11,x12,x13,x14,Leg3yrs,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x44,x45,X46,x47,DBZArrears,Y1,X5_B,X8_B,X10_B,X11_B,X13_B,X15_B,X21_B,X22_B,X23_B,X24_B,X25_B,X26_B,X27_B,X29_B,X30_B,X31_B,X32_B,X35_B,X36_B,X38_B,X39_B,X40_B,X41_B,X47_B,,,,
1.217042384,0.205993593,0.255256722,0.305470466,3,190,1,3,6,1,2,2,1,3,1,1,2,0,3,1,1,1,4,1,4,2,1,2,1,1,2,4,1,3,2,1,2,2,0,1,3,2,4,1,1,1,1,3,4,0,-0.0161955,0.1991334,0.1084876,-0.037512,0.081681,0.1638494,0,0,0.048658,0.1820028,0,-0.0582926,0,-0.1141034,-0.0376876,0,-0.1296222,0.2599122,-0.095697,0,-0.1396392,0.0150968,0.3661716,0.0240762,,,,
0.826840634,0.171300037,0.149545219,0.246191219,4,55,3,1,2,0,2,2,0,2,0,0,3,0,3,0,0,1,5,2,3,2,1,3,2,1,3,1,4,3,2,1,5,4,1,2,1,2,4,1,0,1,0,1,3,0,-0.1104364,-0.037512,0.1084876,-0.037512,0.240783,0.2457741,0,0.0389254,-0.1617789,0.1820028,0,-0.0520806,0.0168212,0.0230274,0,0.3149208,-0.1296222,0.6540055,0.0406388,0.1261138,0,0.0150968,0.3661716,0.0240762,,,,
0.256993582,0.071951018,0.061681182,0.179187588,1,73,2,3,5,1,2,5,0,3,1,1,2,0,4,0,0,0,0,3,2,0,3,3,3,1,1,4,4,3,1,0,1,5,1,3,3,3,3,1,0,1,1,3,3,0,0,0.2546845,0.1084876,0.2546845,0.081681,0.1638494,-0.3005478,0.3184479,0.0048212,,-0.0720777,-0.0520806,0.1977084,0,-0.0376876,0.3149208,-0.1296222,0,-0.225641,-0.012048,-0.1396392,-0.0994614,0.1642269,0.0240762,,,,
0.052919315,0.042230601,0.043824702,0.163439167,1,10,1,1,1,0,1,3,0,1,0,0,3,0,1,1,0,0,0,1,3,1,2,4,3,0,3,3,1,1,1,0,4,2,0,1,2,2,2,0,1,0,0,1,3,0,0,0,0,0.4812108,0,0.2457741,-0.430398,0,-0.1617789,0.1210122,0.1653404,-0.1839524,0.1977084,0.0230274,-0.1170087,0,0,0.0913428,-0.095697,0,-0.0457358,0.0150968,0.2213062,-0.1243562,,,,
0.119934554,0.091377326,0.055583074,0.04988719,2,155,2,3,4,0,3,1,1,1,1,0,3,1,4,1,0,0,0,2,2,2,1,1,3,0,2,1,2,3,1,0,5,4,0,1,2,1,3,0,0,1,0,3,2,1,-0.0734242,-0.0387804,0.026991,0,0,0.2457741,-0.5561625,0.0389254,0.0048212,0.1820028,0,0,0.1977084,-0.1141034,0,0.0986864,-0.1296222,0.6540055,0.0406388,0,-0.0457358,0,0.1642269,-0.1243562,,,,
-0.108621942,0.061421295,0.032312913,0.048094781,3,19,2,3,2,0,1,2,1,1,1,1,1,0,5,0,0,1,1,2,3,1,1,1,2,0,2,1,3,1,1,0,5,2,1,1,2,2,3,0,1,1,1,3,4,0,-0.0161955,-0.037512,0,-0.037512,0,0,0,0.0389254,-0.1617789,0.1210122,0,0,0.0168212,-0.1141034,0,-0.0416343,0,0.6540055,-0.095697,0,-0.0457358,0.0150968,0.1642269,-0.1243562,,,,
0.103210969,0.213889188,0.122631772,0.531519922,3,198,1,2,6,1,1,4,0,3,0,0,3,0,4,1,0,1,4,2,2,2,2,3,3,1,3,1,3,1,2,0,1,3,1,1,1,1,3,1,0,1,1,2,4,0,-0.0161955,0.1991334,0,-0.0387804,0.081681,0.2457741,0,0.0389254,0.0048212,0.1820028,0.1653404,-0.0520806,0.1977084,0.0230274,0,-0.0416343,0,0,0.0329004,0,0,0,0.1642269,0,,,,
0.335932698,0.092719579,0.102775828,0.779341327,1,111,2,1,5,1,3,4,0,3,0,0,1,0,1,1,0,1,3,1,1,0,2,1,2,1,2,2,1,2,2,0,5,2,1,3,1,2,2,0,0,1,0,1,4,0,0,0.2546845,0.026991,-0.0387804,0.081681,0,0,0,0,,0.1653404,0,0.0168212,-0.1141034,-0.0069322,0,-0.1027042,0.6540055,-0.095697,-0.012048,0,0.0150968,0.2213062,0,,,,
-0.055552006,0.040609932,0.153472761,0.796695549,3,86,1,2,5,1,3,3,0,3,1,0,2,1,4,0,1,1,2,1,1,1,3,2,3,0,2,3,1,3,2,0,3,4,0,2,1,3,1,1,0,0,0,2,3,0,-0.0161955,0.2546845,0.026991,0.4812108,0.081681,0.1638494,0,0,0,0.1210122,-0.0720777,-0.0582926,0.1977084,-0.1141034,-0.1170087,0,-0.1296222,0.470607,0.0406388,0.1261138,0,-0.0994614,0,0.0240762,,,,
0.753158605,0.157216099,0.242344919,3.262159464,1,178,1,1,1,1,3,5,1,2,0,0,1,0,3,1,1,0,0,2,1,1,2,2,3,0,2,2,4,2,2,1,5,4,1,2,3,2,4,0,0,0,1,1,3,0,0,0,0.026991,0.2546845,0.240783,0,0,0.0389254,0,0.1210122,0.1653404,-0.0582926,0.1977084,-0.1141034,-0.0069322,0.3149208,-0.1027042,0.6540055,0.0406388,0.1261138,-0.1396392,0.0150968,0.3661716,0.0240762,,,,
0.325958572,0.055600414,0.097837941,0.50282496,1,32,2,1,1,1,1,5,0,2,0,0,3,1,5,0,0,0,0,3,4,2,2,4,1,1,1,2,3,3,2,1,4,4,1,2,1,2,1,0,0,1,0,1,1,1,0,0,0,0.2546845,0.240783,0.2457741,-0.430398,0.3184479,0.048658,0.1820028,0.1653404,-0.1839524,0,0,-0.0069322,-0.0416343,-0.1296222,0.0913428,0.0406388,0.1261138,0,0.0150968,0,-0.1243562,,,,
0.139835867,0.093228661,0.032392885,0.345044568,3,122,1,1,1,0,2,5,1,3,1,1,2,1,3,1,1,1,2,1,3,2,1,3,1,0,2,4,3,3,1,0,1,1,0,1,2,1,4,0,1,1,1,1,1,1,-0.0161955,0,0.1084876,0.2546845,0.081681,0.1638494,-0.3005478,0,-0.1617789,0.1820028,0,-0.0520806,0,-0.1141034,-0.0376876,-0.0416343,-0.1296222,0,0,0,-0.0457358,0,0.3661716,0.0240762,,,,
-0.269915874,0.104116556,0.046569382,0.166386956,2,118,3,1,3,1,1,2,0,2,1,1,1,1,2,0,1,1,3,2,4,1,1,1,1,0,3,1,3,1,2,0,4,1,0,3,3,3,4,0,0,1,1,1,2,1,-0.0734242,0.4812108,0,-0.037512,0.240783,0,-0.5561625,0.0389254,0.048658,0.1210122,0,0,0,0.0230274,0,-0.0416343,0,0.0913428,0,-0.012048,-0.1396392,-0.0994614,0.3661716,0.0240762,,,,
0.085948573,0.08521063,0.054112882,0.216770775,3,194,1,1,4,0,2,5,1,3,0,1,3,1,4,0,1,1,3,2,3,0,3,2,2,0,1,3,2,2,1,1,1,4,1,3,2,2,1,1,1,1,0,1,3,0,-0.0161955,-0.0387804,0.1084876,0.2546845,0.081681,0.2457741,-0.1125469,0.0389254,-0.1617789,,-0.0720777,-0.0582926,0.0168212,0,-0.1170087,0.0986864,-0.1027042,0,0.0406388,-0.012048,-0.0457358,0.0150968,0,0,,,,
0.136680562,0.129649817,0.072051512,0.37940409,1,22,1,1,3,0,3,4,0,2,1,0,2,1,2,0,0,1,5,2,1,2,2,1,1,1,3,3,1,3,1,0,3,4,0,2,3,2,2,0,1,1,0,1,2,1,0,0.4812108,0.026991,-0.0387804,0.240783,0.1638494,-0.1125469,0.0389254,0,0.1820028,0.1653404,0,0,0.0230274,-0.1170087,0,-0.1296222,0.470607,0.0406388,0.1261138,-0.1396392,0.0150968,0.2213062,0.0240762,,,,
0.431322242,0.042672899,0.037331542,0.408681681,2,50,1,2,6,0,2,1,0,1,1,1,2,0,3,1,0,1,5,3,4,0,2,4,3,1,1,3,2,2,1,1,2,2,0,1,1,2,3,1,0,1,1,2,1,1,-0.0734242,0.1991334,0.1084876,0,0,0.1638494,0,0.3184479,0.048658,,0.1653404,-0.1839524,0.1977084,0,-0.1170087,0.0986864,-0.1027042,0.2599122,-0.095697,0,0,0.0150968,0.1642269,0.0240762,,,,
0.367682073,0.18742907,0.15215774,1.090246683,1,14,3,2,6,1,1,4,1,1,1,1,1,1,1,0,0,0,0,3,3,0,1,4,3,1,2,1,2,3,2,0,3,2,1,2,2,1,3,1,0,0,0,2,2,0,0,0.1991334,0,-0.0387804,0,0,0,0.3184479,-0.1617789,,0,-0.1839524,0.1977084,-0.1141034,0,0.0986864,-0.1296222,0.470607,-0.095697,0.1261138,-0.0457358,0,0.1642269,0.0240762,,,,
0.149798031,0.02255795,0.120537344,0.315395374,2,101,3,1,5,1,3,3,1,3,1,0,3,0,4,1,1,0,0,3,2,2,2,4,2,0,3,1,4,3,2,1,5,1,0,2,3,1,3,0,0,0,1,1,4,0,-0.0734242,0.2546845,0.026991,0.4812108,0.081681,0.2457741,0,0.3184479,0.0048212,0.1820028,0.1653404,-0.1839524,0.0168212,0.0230274,0,0.3149208,-0.1296222,0.6540055,0,0.1261138,-0.1396392,0,0.1642269,0.0240762,,,,
-0.086975634,0.132905212,0.107122401,0.466315169,4,61,1,2,1,0,3,3,1,3,0,1,1,1,1,0,1,1,3,1,2,0,3,3,2,1,3,2,2,2,1,0,1,4,1,1,2,1,1,1,0,0,0,2,2,0,-0.1104364,0,0.026991,0.4812108,0.081681,0,-0.1125469,0,0.0048212,,-0.0720777,-0.0520806,0.0168212,0.0230274,-0.0069322,0.0986864,-0.1027042,0,0.0406388,0,-0.0457358,0,0,-0.1243562,,,,
0.63305514,0.053340654,0.043835368,0.09437478,3,143,2,2,1,0,3,5,1,3,1,1,2,1,2,0,0,1,2,2,2,0,3,1,1,0,3,4,4,1,1,1,3,1,0,1,2,3,2,1,0,1,1,2,2,1,-0.0161955,0,0.026991,0.2546845,0.081681,0.1638494,0,0.0389254,0.0048212,,-0.0720777,0,0,0.0230274,-0.0376876,0.3149208,0,0.470607,0,0,-0.0457358,-0.0994614,0.2213062,-0.1243562,,,,
-0.010202048,0.087845164,0.050686176,0.234143998,3,167,3,2,1,0,3,1,0,2,1,1,1,0,2,0,0,0,0,1,2,0,1,2,2,0,1,3,2,1,2,0,5,5,1,1,1,3,3,1,0,0,0,2,3,0,-0.0161955,0,0.026991,0,0.240783,0,-0.430398,0,0.0048212,,0,-0.0582926,0.0168212,0,-0.1170087,0.0986864,0,0.6540055,-0.225641,0,0,-0.0994614,0.1642269,-0.1243562,,,,
0.379166187,0.098649453,0.068884809,0.053624039,4,77,1,1,2,1,3,1,0,2,1,0,3,1,4,1,1,1,1,2,1,1,3,4,2,0,2,4,3,1,1,0,2,3,0,1,1,3,1,1,1,1,1,1,2,1,-0.1104364,-0.037512,0.026991,0,0.240783,0.2457741,0,0.0389254,0,0.1210122,-0.0720777,-0.1839524,0.0168212,-0.1141034,-0.0376876,-0.0416343,0,0.2599122,0.0329004,0,0,-0.0994614,0,0,,,,
0.222845382,0.010857333,0.06029216,0.217596025,3,42,1,1,1,0,3,5,0,3,0,0,3,0,3,0,1,0,0,2,2,1,3,2,3,1,2,3,4,3,1,1,1,1,0,3,1,2,4,0,0,1,0,1,3,0,-0.0161955,0,0.026991,0.2546845,0.081681,0.2457741,-0.1125469,0.0389254,0.0048212,0.1210122,-0.0720777,-0.0582926,0.1977084,-0.1141034,-0.1170087,0.3149208,-0.1296222,0,0,-0.012048,0,0.0150968,0.3661716,0.0240762,,,,
0.068749797,0.084992774,0.070506928,0.077095766,4,101,2,2,3,1,3,2,1,1,1,0,2,1,1,0,0,0,0,2,3,0,2,2,2,0,2,4,4,3,2,0,5,4,1,3,2,3,2,0,1,1,1,2,3,0,-0.1104364,0.4812108,0.026991,-0.037512,0,0.1638494,0,0.0389254,-0.1617789,,0.1653404,-0.0582926,0.0168212,-0.1141034,-0.0376876,0.3149208,-0.1296222,0.6540055,0.0406388,-0.012048,-0.0457358,-0.0994614,0.2213062,0.0240762,,,,
0.384074872,0.068791932,0.069687143,0.142801809,1,99,3,2,1,1,1,3,0,3,1,1,1,0,1,1,1,1,4,2,4,2,3,2,1,1,1,4,1,3,1,1,3,2,0,3,3,2,3,0,1,1,0,2,2,0,0,0,0,0.4812108,0.081681,0,-0.5561625,0.0389254,0.048658,0.1820028,-0.0720777,-0.0582926,0,0,-0.0376876,0,-0.1296222,0.470607,-0.095697,-0.012048,-0.1396392,0.0150968,0.1642269,0,,,,
-0.100415764,0.039873392,0.025263022,0.2048203,1,170,1,1,3,0,3,4,0,1,1,1,2,0,3,1,0,1,2,2,2,2,1,2,2,0,3,3,2,1,2,1,2,5,1,1,2,3,3,1,1,1,0,1,3,0,0,0.4812108,0.026991,-0.0387804,0,0.1638494,-0.3005478,0.0389254,0.0048212,0.1820028,0,-0.0582926,0.0168212,0.0230274,-0.1170087,0.0986864,0,0.2599122,-0.225641,0,-0.0457358,-0.0994614,0.1642269,0,,,,
0.101872761,0.047281664,0.028320479,0.233588728,1,194,1,1,4,1,1,1,1,3,0,1,3,1,5,1,1,1,4,2,3,1,3,4,2,1,3,4,1,2,2,1,2,2,0,3,2,3,1,0,1,0,0,1,1,1,0,-0.0387804,0,0,0.081681,0.2457741,0,0.0389254,-0.1617789,0.1210122,-0.0720777,-0.1839524,0.0168212,0.0230274,-0.0376876,0,-0.1027042,0.2599122,-0.095697,-0.012048,-0.0457358,-0.0994614,0,0.0240762,,,,
0.807875361,0.051335142,0.054512234,0.608803122,2,80,3,2,3,0,1,5,0,3,0,1,1,1,2,0,0,1,4,1,1,0,2,2,2,0,1,4,3,2,2,1,3,2,0,3,3,2,1,0,1,0,0,2,2,1,-0.0734242,0.4812108,0,0.2546845,0.081681,0,0,0,0,,0.1653404,-0.0582926,0.0168212,0,-0.0376876,-0.0416343,-0.1027042,0.470607,-0.095697,-0.012048,-0.1396392,0.0150968,0,0,,,,
-0.362933391,0.129142872,0.204505474,0.690214854,4,60,3,1,2,1,2,4,0,2,1,1,2,0,4,0,0,0,0,2,4,1,2,1,3,1,3,4,3,1,2,1,5,3,1,2,2,1,3,0,1,1,1,1,1,1,-0.1104364,-0.037512,0.1084876,-0.0387804,0.240783,0.1638494,0,0.0389254,0.048658,0.1210122,0.1653404,0,0.1977084,0.0230274,-0.0376876,-0.0416343,0,0.6540055,0.0329004,0.1261138,-0.0457358,0,0.1642269,0.0240762,,,,
0.456952296,0.005710321,0.057078867,0.048840438,4,156,3,2,2,1,3,3,1,3,1,1,2,1,3,0,1,0,0,3,4,0,3,3,1,1,3,2,1,2,1,1,4,2,0,3,3,3,1,0,0,1,0,2,3,0,-0.1104364,-0.037512,0.026991,0.4812108,0.081681,0.1638494,-0.5561625,0.3184479,0.048658,,-0.0720777,-0.0520806,0,0.0230274,-0.0069322,0,-0.1027042,0.0913428,-0.095697,-0.012048,-0.1396392,-0.0994614,0,0.0240762,,,,
0.207285333,0.287982988,0.170015116,0.19411074,3,51,3,3,6,0,3,2,0,2,0,0,2,1,4,0,1,0,0,3,1,2,2,1,1,0,3,2,1,3,1,0,1,1,1,1,2,2,4,1,1,1,1,3,2,1,-0.0161955,0.1991334,0.026991,-0.037512,0.240783,0.1638494,0,0.3184479,0,0.1820028,0.1653404,0,0,0.0230274,-0.0069322,0,-0.1296222,0,0,0,-0.0457358,0.0150968,0.3661716,-0.1243562,,,,
0.027944636,0.052052476,0.049156272,0.381418092,3,48,3,1,1,0,2,2,1,1,0,1,1,1,3,0,1,1,4,1,2,2,1,2,3,1,2,3,3,2,2,1,1,4,1,2,2,2,2,1,1,0,1,1,3,0,-0.0161955,0,0.1084876,-0.037512,0,0,0,0,0.0048212,0.1820028,0,-0.0582926,0.1977084,-0.1141034,-0.1170087,-0.0416343,-0.1027042,0,0.0406388,0.1261138,-0.0457358,0.0150968,0.2213062,-0.1243562,,,,
-0.02070293,0.035168862,0.044261114,0.138872258,4,11,3,2,1,1,2,5,0,3,1,1,3,0,1,0,1,1,4,1,4,1,3,1,3,1,3,2,2,1,2,1,3,5,0,2,2,2,1,0,0,0,0,2,3,0,-0.1104364,0,0.1084876,0.2546845,0.081681,0.2457741,0,0,0.048658,0.1210122,-0.0720777,0,0.1977084,0.0230274,-0.0069322,0.0986864,0,0.470607,-0.225641,0.1261138,-0.0457358,0.0150968,0,0,,,,
2.453926712,0.146826875,0.356906494,6.114761619,4,173,2,2,1,1,1,1,1,2,0,0,2,0,3,0,0,0,0,2,1,0,1,4,3,1,2,4,3,1,1,1,2,5,0,1,2,3,3,1,0,0,0,2,2,1,-0.1104364,0,0,0,0.240783,0.1638494,0,0.0389254,0,,0,-0.1839524,0.1977084,-0.1141034,-0.0376876,-0.0416343,0,0.2599122,-0.225641,0,-0.0457358,-0.0994614,0.1642269,0,,,,
