x1,x2,x3,x4,x5,x6,x7,BusExp,x8,x9,x10,x11,x12,x13,x14,Leg3yrs,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x44,x45,X46,x47,DBZArrears,Y1,X5_B,X8_B,X10_B,X11_B,X13_B,X15_B,X21_B,X22_B,X23_B,X24_B,X25_B,X26_B,X27_B,X29_B,X30_B,X31_B,X32_B,X35_B,X36_B,X38_B,X39_B,X40_B,X41_B,X47_B,,,,
0.338244749,0.092237225,0.135904735,0.080625561,1,188,1,1,6,1,2,4,0,2,0,1,2,0,2,0,1,1,1,2,1,1,3,1,1,1,2,4,3,3,2,0,5,5,0,2,1,1,4,0,0,0,0,1,2,1,0,0.1991334,0.1084876,-0.0387804,0.240783,0.1638494,-0.1125469,0.0389254,0,0.1210122,-0.0720777,0,0,-0.1141034,-0.0376876,-0.0416343,-0.1296222,0.6540055,-0.225641,0.1261138,0,0,0.3661716,0.0240762,,,,
0.091678762,0.05529256,0.049788803,0.44052896,3,140,3,2,5,0,2,1,0,2,1,1,1,1,3,1,0,1,4,1,4,2,2,2,3,0,3,4,2,1,1,0,5,4,1,2,2,1,4,1,1,0,1,2,1,1,-0.0161955,0.2546845,0.1084876,0,0.240783,0,0,0,0.048658,0.1820028,0.1653404,-0.0582926,0.1977084,0.0230274,-0.0376876,0.0986864,0,0.6540055,0.0406388,0.1261138,-0.0457358,0,0.3661716,0.0240762,,,,
-0.197018864,0.033754738,0.035233734,0.087344085,2,83,1,2,6,0,2,5,1,1,0,1,2,1,4,0,1,0,0,2,4,0,1,1,1,0,3,2,1,1,2,1,1,1,0,2,1,1,3,1,1,1,0,2,4,0,-0.0734242,0.1991334,0.1084876,0.2546845,0,0.1638494,0,0.0389254,0.048658,,0,0,0,0.0230274,-0.0069322,0,0,0,0,0.1261138,0,0,0.1642269,0,,,,
0.251776192,0.488054255,0.190716384,0.305836781,4,75,3,1,5,1,2,2,1,3,0,1,1,1,4,0,0,0,0,3,3,1,1,3,1,0,1,2,3,2,2,0,5,3,0,1,1,3,2,0,0,0,1,1,3,0,-0.1104364,0.2546845,0.1084876,-0.037512,0.081681,0,-0.430398,0.3184479,-0.1617789,0.1210122,0,-0.0520806,0,0,-0.0069322,-0.0416343,-0.1027042,0.6540055,0.0329004,0,0,-0.0994614,0.2213062,-0.1243562,,,,
0.035010356,0.029957141,0.07530773,0.133198914,1,73,2,1,6,1,1,2,1,2,0,0,2,0,5,0,1,0,0,3,3,0,2,4,3,0,2,2,1,2,2,1,4,1,1,3,2,3,3,0,0,0,1,1,4,0,0,0.1991334,0,-0.037512,0.240783,0.1638494,0,0.3184479,-0.1617789,,0.1653404,-0.1839524,0.1977084,-0.1141034,-0.0069322,0,-0.1027042,0.0913428,0,-0.012048,-0.0457358,-0.0994614,0.1642269,0,,,,
0.33971996,0.093048979,0.099355555,0.377646798,1,178,1,1,6,1,3,2,1,1,1,0,2,0,3,0,0,1,1,1,4,2,3,3,1,1,1,1,1,1,2,0,1,5,1,3,1,3,3,0,0,0,1,1,2,1,0,0.1991334,0.026991,-0.037512,0,0.1638494,-0.1125469,0,0.048658,0.1820028,-0.0720777,-0.0520806,0,0,0,0,0,0,-0.225641,-0.012048,0,-0.0994614,0.1642269,0.0240762,,,,
0.890327192,0.043769728,0.173567408,0.487999912,1,163,3,1,5,0,2,3,0,2,0,0,2,0,4,1,1,0,0,2,2,2,2,1,1,1,3,2,1,2,2,0,2,1,0,1,1,3,1,1,1,1,1,1,4,0,0,0.2546845,0.1084876,0.4812108,0.240783,0.1638494,0,0.0389254,0.0048212,0.1820028,0.1653404,0,0,0.0230274,-0.0069322,0,-0.1027042,0.2599122,0,0,0,-0.0994614,0,0.0240762,,,,
0.092388197,0.028954346,0.039431898,0.092517067,3,189,2,2,6,1,2,2,0,1,1,0,1,0,2,1,1,0,0,1,2,1,2,3,3,1,1,4,4,1,1,1,1,2,1,2,2,2,2,0,1,0,1,2,4,0,-0.0161955,0.1991334,0.1084876,-0.037512,0,0,-0.1125469,0,0.0048212,0.1210122,0.1653404,-0.0520806,0.1977084,0,-0.0376876,0.3149208,0,0,-0.095697,0.1261138,-0.0457358,0.0150968,0.2213062,0,,,,
0.441110616,0.175163104,0.052773667,0.273458951,4,82,3,2,3,0,3,1,1,1,1,0,2,1,5,1,1,1,3,1,2,1,3,3,1,1,3,1,3,2,2,1,5,3,1,2,1,3,4,1,1,0,1,2,2,1,-0.1104364,0.4812108,0.026991,0,0,0.1638494,0,0,0.0048212,0.1210122,-0.0720777,-0.0520806,0,0.0230274,0,-0.0416343,-0.1027042,0.6540055,0.0329004,0.1261138,0,-0.0994614,0.3661716,0.0240762,,,,
0.720315489,0.405393386,0.137281769,0.538576284,2,147,1,2,2,1,3,4,1,3,0,0,2,0,1,1,1,0,0,1,2,0,1,1,1,1,2,4,2,2,2,0,4,4,1,3,2,1,3,0,0,1,1,2,3,0,-0.0734242,-0.037512,0.026991,-0.0387804,0.081681,0.1638494,0,0,0.0048212,,0,0,0,-0.1141034,-0.0376876,0.0986864,-0.1027042,0.0913428,0.0406388,-0.012048,-0.0457358,0,0.1642269,0.0240762,,,,
0.149952004,0.088757485,0.0547791,0.24012475,2,176,3,3,3,0,2,5,1,3,1,1,2,1,2,0,1,0,0,1,4,0,1,1,1,0,1,2,4,3,1,0,4,1,0,2,1,2,3,1,1,1,1,3,1,1,-0.0734242,0.4812108,0.1084876,0.2546845,0.081681,0.1638494,-0.1125469,0,0.048658,,0,0,0,0,-0.0069322,0.3149208,-0.1296222,0.0913428,0,0.1261138,0,0.0150968,0.1642269,0,,,,
0.123608132,0.146833104,0.069022316,0.11113613,4,59,2,1,2,1,2,1,1,2,0,1,1,0,2,0,1,0,0,2,4,0,2,4,2,0,1,4,2,3,1,1,2,3,0,1,3,3,2,0,0,1,0,1,3,0,-0.1104364,-0.037512,0.1084876,0,0.240783,0,0,0.0389254,0.048658,,0.1653404,-0.1839524,0.0168212,0,-0.0376876,0.0986864,-0.1296222,0.2599122,0.0329004,0,-0.1396392,-0.0994614,0.2213062,0,,,,
0.868407795,0.093158735,0.088460613,0.531190143,2,178,2,3,3,1,2,4,1,3,1,0,3,0,5,1,0,0,0,2,3,1,3,4,1,1,1,4,4,1,1,1,4,1,0,3,2,1,4,1,0,1,1,3,2,1,-0.0734242,0.4812108,0.1084876,-0.0387804,0.081681,0.2457741,-0.430398,0.0389254,-0.1617789,0.1210122,-0.0720777,-0.1839524,0,0,-0.0376876,0.3149208,0,0.0913428,0,-0.012048,-0.0457358,0,0.3661716,0,,,,
0.291611524,0.04493253,0.044257874,0.2313723,4,141,1,3,2,1,3,3,1,3,1,0,3,1,3,0,1,1,3,2,1,2,2,3,3,1,1,3,4,1,1,0,2,1,0,2,3,3,4,1,0,0,1,3,2,1,-0.1104364,-0.037512,0.026991,0.4812108,0.081681,0.2457741,0,0.0389254,0,0.1820028,0.1653404,-0.0520806,0.1977084,0,-0.1170087,0.3149208,0,0.2599122,0,0.1261138,-0.1396392,-0.0994614,0.3661716,0.0240762,,,,
-0.297652019,0.051916157,0.078359715,0.071531682,1,3,1,1,2,1,3,5,1,2,1,1,3,1,4,1,1,0,0,3,3,2,2,4,1,1,3,1,3,2,2,0,5,2,1,3,3,2,4,1,1,1,1,1,4,0,0,-0.037512,0.026991,0.2546845,0.240783,0.2457741,-0.3005478,0.3184479,-0.1617789,0.1820028,0.1653404,-0.1839524,0,0.0230274,0,-0.0416343,-0.1027042,0.6540055,-0.095697,-0.012048,-0.1396392,0.0150968,0.3661716,-0.1243562,,,,
0.597722075,0.042004067,0.109105104,0.10636515,1,70,2,3,2,1,2,1,1,2,1,1,1,0,4,1,1,0,0,2,3,1,3,1,2,1,2,1,1,1,2,1,5,4,1,3,3,2,1,0,0,0,1,3,2,1,0,-0.037512,0.1084876,0,0.240783,0,-0.430398,0.0389254,-0.1617789,0.1210122,-0.0720777,0,0.0168212,-0.1141034,0,0,0,0.6540055,0.0406388,-0.012048,-0.1396392,0.0150968,0,0,,,,
-0.841560954,0.443076803,0.266984752,2.236569743,3,86,2,2,5,0,3,3,0,2,1,0,1,1,2,0,0,1,5,2,1,1,3,4,1,1,1,2,3,1,1,0,3,5,1,2,2,3,3,0,1,0,1,2,4,0,-0.0161955,0.2546845,0.026991,0.4812108,0.240783,0,-0.1125469,0.0389254,0,0.1210122,-0.0720777,-0.1839524,0,0,-0.0069322,-0.0416343,0,0.470607,-0.225641,0.1261138,-0.0457358,-0.0994614,0.1642269,-0.1243562,,,,
0.285989803,0.029974901,0.156818369,0.145767182,1,37,3,1,2,1,2,3,1,1,1,1,3,0,4,0,0,0,0,3,3,1,1,1,1,0,2,2,1,2,1,1,2,4,1,3,2,1,3,1,1,0,1,1,1,1,0,-0.037512,0.1084876,0.4812108,0,0.2457741,-0.430398,0.3184479,-0.1617789,0.1210122,0,0,0,-0.1141034,-0.0069322,0,-0.1027042,0.2599122,0.0406388,-0.012048,-0.0457358,0,0.1642269,-0.1243562,,,,
0.203360519,0.080894752,0.04952721,0.199190151,3,49,2,2,4,0,1,5,1,3,0,1,1,1,3,1,1,0,0,1,2,1,1,3,3,0,3,4,4,3,2,1,2,4,0,2,2,2,1,0,1,0,1,2,4,0,-0.0161955,-0.0387804,0,0.2546845,0.081681,0,-0.1125469,0,0.0048212,0.1210122,0,-0.0520806,0.1977084,0.0230274,-0.0376876,0.3149208,-0.1296222,0.2599122,0.0406388,0.1261138,-0.0457358,0.0150968,0,0.0240762,,,,
0.399181309,0.024187949,0.074642227,0.274446504,3,79,3,2,2,0,3,5,1,3,0,1,1,0,1,1,1,1,4,1,4,2,2,1,3,0,1,3,4,2,1,0,4,3,0,2,2,2,2,0,0,0,0,2,1,0,-0.0161955,-0.037512,0.026991,0.2546845,0.081681,0,0,0,0.048658,0.1820028,0.1653404,0,0.1977084,0,-0.1170087,0.3149208,-0.1027042,0.0913428,0.0329004,0.1261138,-0.0457358,0.0150968,0.2213062,-0.1243562,,,,
0.673607062,0.160059947,0.197073291,4.837503835,3,20,1,3,5,1,1,4,0,3,1,0,2,0,1,1,1,1,1,2,4,0,2,2,3,1,2,4,2,2,2,1,4,2,1,2,3,3,3,0,0,0,0,3,2,0,-0.0161955,0.2546845,0,-0.0387804,0.081681,0.1638494,0,0.0389254,0.048658,,0.1653404,-0.0582926,0.1977084,-0.1141034,-0.0376876,0.0986864,-0.1027042,0.0913428,-0.095697,0.1261138,-0.1396392,-0.0994614,0.1642269,0,,,,
0.616299453,0.074404933,0.05047233,0.09181213,4,109,2,3,2,0,1,2,0,3,1,1,3,0,4,0,1,0,0,2,4,1,1,4,1,1,1,3,2,2,2,1,4,1,1,1,3,2,2,1,1,1,0,3,2,1,-0.1104364,-0.037512,0,-0.037512,0.081681,0.2457741,0,0.0389254,0.048658,0.1210122,0,-0.1839524,0,0,-0.1170087,0.0986864,-0.1027042,0.0913428,0,0,-0.1396392,0.0150968,0.2213062,0.0240762,,,,
0.444643693,0.022267073,0.134201981,0.101892121,3,170,1,3,4,1,3,1,1,2,0,1,3,0,1,0,0,0,0,1,1,2,3,4,1,1,1,3,2,1,2,0,2,5,1,1,3,1,1,1,0,0,1,3,2,0,-0.0161955,-0.0387804,0.026991,0,0.240783,0.2457741,-0.430398,0,0,0.1820028,-0.0720777,-0.1839524,0,0,-0.1170087,0.0986864,0,0.2599122,-0.225641,0,-0.1396392,0,0,0.0240762,,,,
0.229179713,0.120159438,0.07446156,0.24678651,3,104,1,1,1,1,2,2,0,2,1,1,2,0,5,0,0,0,0,3,4,2,3,2,3,0,1,3,1,3,2,0,4,4,1,3,2,1,3,1,0,1,0,1,2,1,-0.0161955,0,0.1084876,-0.037512,0.240783,0.1638494,0,0.3184479,0.048658,0.1820028,-0.0720777,-0.0582926,0.1977084,0,-0.1170087,0,-0.1296222,0.0913428,0.0406388,-0.012048,-0.0457358,0,0.1642269,-0.1243562,,,,
-0.575953908,0.207607071,0.191954727,2.133134815,2,21,1,2,1,0,1,1,0,2,1,0,2,0,1,0,1,0,0,2,4,0,1,2,2,1,2,3,3,2,1,0,5,4,0,1,3,3,1,1,1,1,0,2,3,0,-0.0734242,0,0,0,0.240783,0.1638494,-0.3005478,0.0389254,0.048658,,0,-0.0582926,0.0168212,-0.1141034,-0.1170087,-0.0416343,-0.1027042,0.6540055,0.0406388,0,-0.1396392,-0.0994614,0,0.0240762,,,,
1.039807258,0.384583403,0.293928625,0.517618232,1,8,1,2,5,1,3,5,0,1,0,0,1,1,3,0,1,1,3,1,3,0,1,1,1,1,1,3,1,1,1,1,2,4,0,2,2,2,2,1,1,0,1,2,4,0,0,0.2546845,0.026991,0.2546845,0,0,-0.5561625,0,-0.1617789,,0,0,0,0,-0.1170087,0,0,0.2599122,0.0406388,0.1261138,-0.0457358,0.0150968,0.2213062,0,,,,
0.024433275,0.059022925,0.049618871,0.171353678,1,11,2,2,3,1,1,3,0,3,0,0,1,1,1,1,1,1,5,3,4,1,2,2,1,0,2,4,3,3,1,0,1,3,1,1,2,2,2,1,0,1,1,2,3,0,0,0.4812108,0,0.4812108,0.081681,0,-0.3005478,0.3184479,0.048658,0.1210122,0.1653404,-0.0582926,0,-0.1141034,-0.0376876,-0.0416343,-0.1296222,0,0.0329004,0,-0.0457358,0.0150968,0.2213062,0.0240762,,,,
0.316154033,0.165318524,0.125420893,0.659732379,1,195,1,3,5,1,1,4,1,3,0,1,3,1,4,0,1,1,5,1,4,2,2,1,3,1,3,2,2,3,1,0,5,2,1,2,2,2,1,1,1,1,0,3,2,1,0,0.2546845,0,-0.0387804,0.081681,0.2457741,0,0,0.048658,0.1820028,0.1653404,0,0.1977084,0.0230274,-0.0069322,0.0986864,-0.1296222,0.6540055,-0.095697,0.1261138,-0.0457358,0.0150968,0,0,,,,
-0.162214426,0.035712064,0.080481451,0.084378869,3,121,3,1,2,0,2,5,0,1,0,1,1,1,4,1,0,0,0,1,4,2,1,4,2,0,2,2,2,3,2,1,1,5,0,2,1,2,4,1,0,0,1,1,1,1,-0.0161955,-0.037512,0.1084876,0.2546845,0,0,0,0,0.048658,0.1820028,0,-0.1839524,0.0168212,-0.1141034,-0.0069322,0.0986864,-0.1296222,0,-0.225641,0.1261138,0,0.0150968,0.3661716,0.0240762,,,,
-0.062272797,0.025180349,0.046887532,0.164908484,2,16,2,3,1,0,1,4,0,3,1,1,1,1,1,0,0,0,0,1,3,1,2,3,2,1,1,2,4,1,2,0,4,3,1,1,3,3,1,1,0,1,0,3,2,0,-0.0734242,0,0,-0.0387804,0.081681,0,0,0,-0.1617789,0.1210122,0.1653404,-0.0520806,0.0168212,0,-0.0069322,0.3149208,0,0.0913428,0.0329004,0,-0.1396392,-0.0994614,0,0.0240762,,,,
-0.301102483,0.203759783,0.125128006,0.194193824,3,5,1,3,3,1,1,5,0,3,0,0,2,0,3,0,1,1,5,1,3,0,2,4,1,0,2,2,3,1,1,0,5,3,0,1,2,2,4,1,1,1,1,3,4,0,-0.0161955,0.4812108,0,0.2546845,0.081681,0.1638494,-0.5561625,0,-0.1617789,,0.1653404,-0.1839524,0,-0.1141034,-0.0069322,-0.0416343,0,0.6540055,0.0329004,0,-0.0457358,0.0150968,0.3661716,0,,,,
-0.226292436,0.023286862,0.046070382,0.284800745,4,177,3,3,6,1,3,4,0,3,1,1,1,0,1,0,1,0,0,3,1,1,3,4,1,0,2,1,1,1,2,1,5,1,0,2,2,3,4,0,1,1,0,3,4,0,-0.1104364,0.1991334,0.026991,-0.0387804,0.081681,0,0,0.3184479,0,0.1210122,-0.0720777,-0.1839524,0,-0.1141034,0,0,0,0.6540055,0,0.1261138,-0.0457358,-0.0994614,0.3661716,0,,,,
0.380259797,0.022185794,0.122874744,0.119888663,3,96,3,3,5,1,2,5,1,1,0,1,2,1,5,0,1,1,1,2,2,0,3,3,2,1,1,4,4,3,1,1,2,2,0,3,3,1,2,1,1,1,0,3,4,0,-0.0161955,0.2546845,0.1084876,0.2546845,0,0.1638494,-0.3005478,0.0389254,0.0048212,,-0.0720777,-0.0520806,0.0168212,0,-0.0376876,0.3149208,-0.1296222,0.2599122,-0.095697,-0.012048,-0.1396392,0,0.2213062,0.0240762,,,,
-0.060985593,0.095589718,0.038907762,0.208485875,1,154,2,3,4,0,2,5,1,1,1,1,2,0,4,1,1,1,2,3,2,1,3,1,2,0,3,4,3,3,2,1,3,4,1,2,3,2,3,0,1,0,1,3,1,1,0,-0.0387804,0.1084876,0.2546845,0,0.1638494,0,0.3184479,0.0048212,0.1210122,-0.0720777,0,0.0168212,0.0230274,-0.0376876,-0.0416343,-0.1296222,0.470607,0.0406388,0.1261138,-0.1396392,0.0150968,0.1642269,-0.1243562,,,,
0.437790259,0.093581418,0.035864441,0.108928584,3,107,2,1,4,0,3,1,0,3,0,0,3,0,2,0,0,0,0,1,1,2,2,4,2,1,2,4,4,1,2,1,3,2,1,2,2,3,4,1,1,1,0,1,3,0,-0.0161955,-0.0387804,0.026991,0,0.081681,0.2457741,-0.1125469,0,0,0.1820028,0.1653404,-0.1839524,0.0168212,-0.1141034,-0.0376876,0.3149208,0,0.470607,-0.095697,0.1261138,-0.0457358,-0.0994614,0.3661716,0,,,,
-0.069146214,0.042816379,0.027994656,0.210879492,1,90,1,1,3,1,2,5,0,3,0,0,3,1,5,1,1,0,0,1,3,2,3,2,2,0,2,3,1,1,1,1,2,5,1,3,1,1,2,0,0,1,0,1,4,0,0,0.4812108,0.1084876,0.2546845,0.081681,0.2457741,0,0,-0.1617789,0.1820028,-0.0720777,-0.0582926,0.0168212,-0.1141034,-0.1170087,0,0,0.2599122,-0.225641,-0.012048,0,0,0.2213062,0.0240762,,,,
0.47460771,0.052105572,0.069874039,0.18680778,2,93,2,2,4,0,2,5,0,2,0,0,2,1,4,0,0,0,0,2,2,2,2,3,1,0,2,2,3,2,1,0,1,2,1,3,1,1,4,0,0,0,1,2,4,0,-0.0734242,-0.0387804,0.1084876,0.2546845,0.240783,0.1638494,0,0.0389254,0.0048212,0.1820028,0.1653404,-0.0520806,0,-0.1141034,-0.0069322,-0.0416343,-0.1027042,0,-0.095697,-0.012048,0,0,0.3661716,-0.1243562,,,,
0.827588941,0.184147731,0.061176801,0.428004435,2,63,2,3,1,0,2,3,0,1,1,1,2,1,4,1,0,1,5,3,3,0,2,2,3,0,3,1,2,2,2,1,1,1,0,2,3,2,1,0,1,0,0,3,4,0,-0.0734242,0,0.1084876,0.4812108,0,0.1638494,-0.5561625,0.3184479,-0.1617789,,0.1653404,-0.0582926,0.1977084,0.0230274,0,0.0986864,-0.1027042,0,0,0.1261138,-0.1396392,0.0150968,0,0.0240762,,,,
0.438220813,0.13130389,0.079818269,0.249072519,2,47,2,3,1,0,2,1,0,1,0,1,2,1,3,1,1,1,1,3,4,1,1,2,2,1,3,1,1,1,2,0,5,3,1,1,2,3,1,0,1,1,0,3,3,0,-0.0734242,0,0.1084876,0,0,0.1638494,0,0.3184479,0.048658,0.1210122,0,-0.0582926,0.0168212,0.0230274,0,0,0,0.6540055,0.0329004,0,-0.0457358,-0.0994614,0,0.0240762,,,,
0.204310813,0.04235017,0.294173045,1.57917011,1,35,1,1,4,0,3,4,0,1,1,0,2,0,5,1,0,0,0,2,1,1,3,4,1,0,1,4,4,1,1,0,3,5,1,2,1,2,1,0,1,0,0,1,1,1,0,-0.0387804,0.026991,-0.0387804,0,0.1638494,-0.5561625,0.0389254,0,0.1210122,-0.0720777,-0.1839524,0,0,-0.0376876,0.3149208,0,0.470607,-0.225641,0.1261138,0,0.0150968,0,-0.1243562,,,,
-0.196326269,0.117054659,0.086508707,0.371245917,3,152,1,2,2,1,2,2,1,3,0,0,1,0,1,0,0,0,0,3,1,1,3,1,1,1,2,2,3,1,2,0,3,5,0,3,2,3,4,0,0,1,1,2,3,0,-0.0161955,-0.037512,0.1084876,-0.037512,0.081681,0,0,0.3184479,0,0.1210122,-0.0720777,0,0,-0.1141034,-0.0069322,-0.0416343,0,0.470607,-0.225641,-0.012048,-0.0457358,-0.0994614,0.3661716,0,,,,
0.102932035,0.031750034,0.11652094,0.93258771,1,151,1,1,6,0,1,1,1,1,1,1,3,0,2,0,0,0,0,1,1,1,1,1,3,0,2,2,2,3,2,1,4,3,0,1,1,1,3,0,1,0,0,1,1,1,0,0.1991334,0,0,0,0.2457741,-0.1125469,0,0,0.1210122,0,0,0.1977084,-0.1141034,-0.0069322,0.0986864,-0.1296222,0.0913428,0.0329004,0,0,0,0.1642269,0,,,,
0.16375291,0.095502641,0.061119204,0.572540311,4,85,3,2,6,1,2,5,1,2,1,1,1,0,1,1,1,0,0,2,3,0,3,1,2,1,2,2,3,3,2,0,1,3,1,3,2,3,1,1,1,0,1,2,4,0,-0.1104364,0.1991334,0.1084876,0.2546845,0.240783,0,0,0.0389254,-0.1617789,,-0.0720777,0,0.0168212,-0.1141034,-0.0069322,-0.0416343,-0.1296222,0,0.0329004,-0.012048,-0.0457358,-0.0994614,0,-0.1243562,,,,
0.147084253,0.054400231,0.045667392,0.24157167,1,64,3,2,1,0,2,5,1,1,0,1,3,1,4,1,1,1,5,3,1,0,2,1,1,0,2,3,1,3,1,1,2,2,1,2,1,2,2,1,0,1,1,2,3,0,0,0,0.1084876,0.2546845,0,0.2457741,-0.1125469,0.3184479,0,,0.1653404,0,0,-0.1141034,-0.1170087,0,-0.1296222,0.2599122,-0.095697,0.1261138,0,0.0150968,0.2213062,-0.1243562,,,,
0.66250162,0.177418149,0.075842968,0.314672665,1,119,3,1,2,1,3,4,1,2,1,0,2,1,5,0,0,0,0,2,3,2,1,3,2,0,3,3,1,1,2,1,2,2,1,1,1,3,4,0,1,0,1,1,2,1,0,-0.037512,0.026991,-0.0387804,0.240783,0.1638494,-0.430398,0.0389254,-0.1617789,0.1820028,0,-0.0520806,0.0168212,0.0230274,-0.1170087,0,0,0.2599122,-0.095697,0,0,-0.0994614,0.3661716,-0.1243562,,,,
0.044751359,0.070192443,0.042474175,0.227162838,4,107,1,1,3,0,2,4,1,3,0,1,2,1,3,1,0,1,1,2,2,0,3,4,3,0,3,1,4,1,2,1,4,5,1,2,3,2,2,0,0,0,1,1,1,1,-0.1104364,0.4812108,0.1084876,-0.0387804,0.081681,0.1638494,-0.3005478,0.0389254,0.0048212,,-0.0720777,-0.1839524,0.1977084,0.0230274,0,0.3149208,0,0.0913428,-0.225641,0.1261138,-0.1396392,0.0150968,0.2213062,-0.1243562,,,,
0.110894155,0.183382309,0.163032108,2.936504715,2,177,1,2,2,0,1,2,0,1,0,0,1,0,4,0,0,0,0,3,3,0,3,1,1,0,1,4,3,1,2,0,4,4,1,1,2,2,2,0,0,1,1,2,1,1,-0.0734242,-0.037512,0,-0.037512,0,0,-0.5561625,0.3184479,-0.1617789,,-0.0720777,0,0,0,-0.0376876,-0.0416343,0,0.0913428,0.0406388,0,-0.0457358,0.0150968,0.2213062,0,,,,
0.508476341,0.135976814,0.178203438,0.433218855,1,180,1,3,2,1,2,3,0,3,1,0,2,0,2,1,1,1,1,2,1,2,1,3,1,0,2,3,1,3,1,1,2,3,0,1,1,3,1,0,0,1,1,3,3,0,0,-0.037512,0.1084876,0.4812108,0.081681,0.1638494,-0.5561625,0.0389254,0,0.1820028,0,-0.0520806,0,-0.1141034,-0.1170087,0,-0.1296222,0.2599122,0.0329004,0,0,-0.0994614,0,0,,,,
-0.103930774,0.114303371,0.057153152,0.156632428,4,187,3,3,1,0,2,1,0,2,0,1,2,0,4,1,1,1,2,3,4,1,2,3,2,1,1,1,3,1,2,1,4,2,0,2,3,2,4,0,0,1,1,3,4,0,-0.1104364,0,0.1084876,0,0.240783,0.1638494,-0.3005478,0.3184479,0.048658,0.1210122,0.1653404,-0.0520806,0.0168212,0,0,-0.0416343,0,0.0913428,-0.095697,0.1261138,-0.1396392,0.0150968,0.3661716,0.0240762,,,,
0.532033189,0.074383407,0.171461947,0.463570886,3,199,1,3,2,1,1,1,1,1,0,0,1,1,1,1,0,1,2,1,1,2,2,4,3,0,3,4,3,2,1,1,5,3,1,1,3,1,4,1,0,1,1,3,4,0,-0.0161955,-0.037512,0,0,0,0,0,0,0,0.1820028,0.1653404,-0.1839524,0.1977084,0.0230274,-0.0376876,-0.0416343,-0.1027042,0.6540055,0.0329004,0,-0.1396392,0,0.3661716,0.0240762,,,,
0.679937588,0.163803421,0.101088759,1.19025492,4,116,3,1,3,1,3,4,0,2,1,1,1,0,2,1,1,1,1,3,1,0,3,3,1,0,1,3,1,3,1,1,2,1,1,3,3,2,3,1,1,0,1,1,1,1,-0.1104364,0.4812108,0.026991,-0.0387804,0.240783,0,0,0.3184479,0,,-0.0720777,-0.0520806,0,0,-0.1170087,0,-0.1296222,0.2599122,0,-0.012048,-0.1396392,0.0150968,0.1642269,0.0240762,,,,
0.580252684,0.048917122,0.033735495,0.078776001,1,168,1,1,6,1,3,2,1,1,0,0,1,1,3,0,1,0,0,2,4,2,2,2,2,0,3,1,4,3,1,0,2,4,0,1,1,2,1,1,0,0,0,1,2,1,0,0.1991334,0.026991,-0.037512,0,0,0,0.0389254,0.048658,0.1820028,0.1653404,-0.0582926,0.0168212,0.0230274,0,0.3149208,-0.1296222,0.2599122,0.0406388,0,0,0.0150968,0,-0.1243562,,,,
0.045059175,0.090335314,0.067618537,0.228739,1,43,3,2,2,1,2,2,1,1,0,0,1,1,5,0,0,0,0,3,4,2,1,3,2,0,3,2,3,1,1,1,5,4,0,1,2,3,1,1,1,1,0,2,3,0,0,-0.037512,0.1084876,-0.037512,0,0,0,0.3184479,0.048658,0.1820028,0,-0.0520806,0.0168212,0.0230274,-0.0069322,-0.0416343,0,0.6540055,0.0406388,0,-0.0457358,-0.0994614,0,0.0240762,,,,
0.103732084,0.052424375,0.134268811,0.218596662,3,178,3,1,1,1,1,1,1,1,0,1,3,1,5,1,0,1,1,2,1,2,3,2,2,1,2,1,1,2,1,0,2,1,0,2,2,1,3,1,1,0,1,1,2,1,-0.0161955,0,0,0,0,0.2457741,0,0.0389254,0,0.1820028,-0.0720777,-0.0582926,0.0168212,-0.1141034,0,0,-0.1027042,0.2599122,0,0.1261138,-0.0457358,0,0.1642269,0,,,,
0.333276516,0.06376886,0.045841006,0.166420958,4,159,2,1,6,0,1,1,1,1,1,1,1,0,3,1,1,0,0,2,3,2,3,1,2,1,3,2,4,3,2,0,2,5,0,1,3,1,1,1,1,0,1,1,1,1,-0.1104364,0.1991334,0,0,0,0,0,0.0389254,-0.1617789,0.1820028,-0.0720777,0,0.0168212,0.0230274,-0.0069322,0.3149208,-0.1296222,0.2599122,-0.225641,0,-0.1396392,0,0,-0.1243562,,,,
0.108090931,0.099888495,0.031741954,0.216875233,3,11,1,3,3,0,2,5,1,3,1,1,3,0,1,0,1,1,4,3,3,0,3,3,1,1,1,2,1,2,1,1,1,5,0,1,3,2,4,0,0,0,0,3,1,0,-0.0161955,0.4812108,0.1084876,0.2546845,0.081681,0.2457741,-0.430398,0.3184479,-0.1617789,,-0.0720777,-0.0520806,0,0,-0.0069322,0,-0.1027042,0,-0.225641,0,-0.1396392,0.0150968,0.3661716,0,,,,
0.219253702,0.157910478,0.1410813,0.9753058,1,141,2,1,6,0,2,2,1,2,1,1,3,0,5,0,1,0,0,2,2,1,1,4,1,0,3,3,1,3,2,1,1,3,1,2,1,1,4,1,0,1,0,1,3,0,0,0.1991334,0.1084876,-0.037512,0.240783,0.2457741,-0.3005478,0.0389254,0.0048212,0.1210122,0,-0.1839524,0,0.0230274,-0.1170087,0,-0.1296222,0,0.0329004,0.1261138,0,0,0.3661716,0,,,,
